Age,MeanDNE.Apex,MedianDNE.Apex,IQRDNE.Apex,TotalDNE.TotalPolygonFaces,MedianDNE.Whole,IQRDNE.Whole,MeanDNE.Convex,MeanDNE.Concave,Proportion.DNEunder0.0001,Proportion.DNEover0.6,Population
52,0.037341 ,0.010683 ,0.017056 ,0.024708 ,0.008493 ,0.020304 ,0.021625 ,0.024179 ,0.005741 ,0.001378 ,European
75,0.039104 ,0.012026 ,0.025946 ,0.027600 ,0.007730 ,0.024667 ,0.021840 ,0.025041 ,0.004369 ,0.001652 ,European
75,0.034621 ,0.014141 ,0.027219 ,0.024534 ,0.010912 ,0.021096 ,0.025457 ,0.030478 ,0.004049 ,0.002074 ,European
65,0.039901 ,0.014382 ,0.034010 ,0.024797 ,0.009618 ,0.020174 ,0.021645 ,0.024257 ,0.004607 ,0.001411 ,European
65,0.035788 ,0.016357 ,0.025441 ,0.028009 ,0.009127 ,0.019513 ,0.021381 ,0.023555 ,0.005644 ,0.001635 ,European
69,0.038823 ,0.014733 ,0.031389 ,0.029839 ,0.010258 ,0.024520 ,0.023218 ,0.027453 ,0.004086 ,0.001625 ,European
71,0.034514 ,0.013716 ,0.027859 ,0.029211 ,0.010203 ,0.023812 ,0.021407 ,0.023626 ,0.003866 ,0.001733 ,European
71,0.044014 ,0.014679 ,0.033902 ,0.029031 ,0.010929 ,0.025935 ,0.022844 ,0.027014 ,0.004603 ,0.001628 ,European
69,0.039842 ,0.011831 ,0.029105 ,0.023529 ,0.009120 ,0.015467 ,0.022750 ,0.026661 ,0.003919 ,0.001824 ,European
80,0.035346 ,0.016818 ,0.031691 ,0.026101 ,0.006329 ,0.029584 ,0.023507 ,0.027631 ,0.004083 ,0.001815 ,European
31,0.031190 ,0.009154 ,0.022380 ,0.019186 ,0.006102 ,0.015177 ,0.020103 ,0.021619 ,0.004922 ,0.002094 ,European
80,0.039910 ,0.015505 ,0.029857 ,0.029222 ,0.010727 ,0.025074 ,0.021595 ,0.024056 ,0.005076 ,0.000874 ,European
31,0.029960 ,0.010900 ,0.023995 ,0.015159 ,0.006932 ,0.015206 ,0.020499 ,0.022386 ,0.005408 ,0.001999 ,European
60,0.035603 ,0.013796 ,0.028120 ,0.019795 ,0.010171 ,0.026735 ,0.021732 ,0.024649 ,0.004654 ,0.001523 ,European
60,0.039680 ,0.014894 ,0.027503 ,0.019069 ,0.009600 ,0.022137 ,0.018503 ,0.018673 ,0.004197 ,0.001523 ,European
20,0.025430 ,0.010292 ,0.023012 ,0.012674 ,0.006165 ,0.026630 ,0.017386 ,0.016926 ,0.006329 ,0.000735 ,European
20,0.030452 ,0.008788 ,0.017463 ,0.017339 ,0.006111 ,0.010311 ,0.017958 ,0.017306 ,0.006357 ,0.000726 ,European
41,0.030934 ,0.010570 ,0.025755 ,0.014625 ,0.007100 ,0.017972 ,0.021392 ,0.023617 ,0.006746 ,0.001291 ,European
41,0.029881 ,0.010289 ,0.023785 ,0.023895 ,0.006057 ,0.015261 ,0.017874 ,0.017245 ,0.005743 ,0.001147 ,European
78,0.036627 ,0.013901 ,0.030858 ,0.023460 ,0.010592 ,0.021814 ,0.025769 ,0.030744 ,0.004613 ,0.001834 ,European
78,0.044180 ,0.014054 ,0.031937 ,0.029117 ,0.010450 ,0.024901 ,0.024254 ,0.028764 ,0.004790 ,0.001527 ,European
69,0.037292 ,0.015520 ,0.032910 ,0.023955 ,0.009240 ,0.022164 ,0.021994 ,0.025512 ,0.004201 ,0.001802 ,European
43,0.039369 ,0.011239 ,0.024801 ,0.019176 ,0.008797 ,0.013421 ,0.018148 ,0.017764 ,0.004637 ,0.001140 ,European
43,0.031921 ,0.011439 ,0.023160 ,0.017681 ,0.007112 ,0.016928 ,0.021205 ,0.023277 ,0.005247 ,0.001138 ,European
30,0.031450 ,0.009309 ,0.024278 ,0.018288 ,0.006123 ,0.013179 ,0.018794 ,0.019419 ,0.005312 ,0.000920 ,European
30,0.025148 ,0.010722 ,0.022540 ,0.017404 ,0.007575 ,0.010250 ,0.018939 ,0.019622 ,0.004894 ,0.000848 ,European
54,0.037449 ,0.010966 ,0.030451 ,0.023503 ,0.007643 ,0.019438 ,0.019100 ,0.019805 ,0.005608 ,0.001395 ,European
54,0.037678 ,0.010924 ,0.026347 ,0.024255 ,0.006813 ,0.019263 ,0.021601 ,0.024086 ,0.005234 ,0.001296 ,European
75,0.039048 ,0.014926 ,0.030660 ,0.028827 ,0.010453 ,0.024943 ,0.022983 ,0.027237 ,0.005149 ,0.001990 ,European
44,0.036373 ,0.012056 ,0.027739 ,0.017032 ,0.009297 ,0.017486 ,0.019260 ,0.020074 ,0.004854 ,0.001184 ,European
75,0.034990 ,0.013242 ,0.029331 ,0.028076 ,0.010512 ,0.020140 ,0.024395 ,0.029144 ,0.005337 ,0.001176 ,European
44,0.030998 ,0.007473 ,0.027740 ,0.017066 ,0.007129 ,0.017239 ,0.019520 ,0.020605 ,0.004752 ,0.001523 ,European
57,0.034242 ,0.012795 ,0.024638 ,0.024539 ,0.007972 ,0.023025 ,0.021573 ,0.023966 ,0.005111 ,0.001644 ,European
58,0.028190 ,0.010947 ,0.022573 ,0.016969 ,0.007764 ,0.021074 ,0.017157 ,0.015814 ,0.005307 ,0.001408 ,European
57,0.035714 ,0.011802 ,0.030749 ,0.024314 ,0.008701 ,0.021602 ,0.019068 ,0.019748 ,0.005122 ,0.001484 ,European
58,0.028372 ,0.010767 ,0.026980 ,0.023311 ,0.008154 ,0.020155 ,0.018490 ,0.018642 ,0.004969 ,0.001446 ,European
69,0.034271 ,0.013174 ,0.028839 ,0.034059 ,0.005544 ,0.015409 ,0.021550 ,0.023849 ,0.006928 ,0.001040 ,European
69,0.030377 ,0.013627 ,0.026411 ,0.029586 ,0.009506 ,0.020234 ,0.024194 ,0.028682 ,0.004703 ,0.001450 ,European
75,0.040332 ,0.016300 ,0.027260 ,0.029647 ,0.010204 ,0.027123 ,0.022488 ,0.026067 ,0.004536 ,0.001861 ,European
75,0.037301 ,0.016097 ,0.032989 ,0.023057 ,0.010742 ,0.025538 ,0.021945 ,0.025450 ,0.004406 ,0.001561 ,European
52,0.027799 ,0.009725 ,0.022123 ,0.025407 ,0.006813 ,0.014545 ,0.019897 ,0.021382 ,0.004397 ,0.001560 ,European
52,0.032884 ,0.012713 ,0.026011 ,0.017737 ,0.008971 ,0.018497 ,0.022663 ,0.026354 ,0.004451 ,0.001317 ,European
29,0.036168 ,0.009044 ,0.014642 ,0.017154 ,0.007061 ,0.017409 ,0.019153 ,0.019880 ,0.005397 ,0.000816 ,European
29,0.024885 ,0.009120 ,0.018241 ,0.018832 ,0.006224 ,0.012808 ,0.018218 ,0.017990 ,0.005916 ,0.000813 ,European
82,0.038581 ,0.014092 ,0.034158 ,0.025372 ,0.010757 ,0.025887 ,0.021038 ,0.023182 ,0.003885 ,0.001989 ,European
82,0.039432 ,0.013435 ,0.026274 ,0.031646 ,0.007131 ,0.034598 ,0.023003 ,0.027237 ,0.005734 ,0.002003 ,European
63,0.036622 ,0.013932 ,0.030683 ,0.026276 ,0.009627 ,0.015907 ,0.021575 ,0.023979 ,0.005082 ,0.001584 ,European
63,0.037745 ,0.012022 ,0.020292 ,0.028637 ,0.008959 ,0.018101 ,0.022219 ,0.025824 ,0.005021 ,0.001634 ,European
57,0.031321 ,0.010188 ,0.024715 ,0.024706 ,0.008598 ,0.022140 ,0.021617 ,0.024125 ,0.005089 ,0.001416 ,European
57,0.034290 ,0.012594 ,0.019242 ,0.019158 ,0.008481 ,0.020146 ,0.021453 ,0.023677 ,0.004648 ,0.001553 ,European
83,0.036086 ,0.015106 ,0.027083 ,0.029836 ,0.010705 ,0.025132 ,0.021803 ,0.024887 ,0.004280 ,0.001663 ,European
35,0.026843 ,0.010239 ,0.020720 ,0.017045 ,0.006480 ,0.016312 ,0.016667 ,0.015143 ,0.005497 ,0.000949 ,European
35,0.028554 ,0.010363 ,0.029415 ,0.021232 ,0.008029 ,0.017218 ,0.018217 ,0.017950 ,0.005551 ,0.000821 ,European
65,0.026415 ,0.013989 ,0.026458 ,0.023923 ,0.010293 ,0.028598 ,0.022206 ,0.025816 ,0.004658 ,0.001635 ,European
65,0.032911 ,0.013060 ,0.026389 ,0.023548 ,0.009092 ,0.019108 ,0.024315 ,0.028903 ,0.004615 ,0.001857 ,European
38,0.032292 ,0.011897 ,0.023788 ,0.015161 ,0.007480 ,0.016025 ,0.019596 ,0.020728 ,0.005914 ,0.001082 ,European
38,0.036010 ,0.010331 ,0.020789 ,0.017387 ,0.006980 ,0.013929 ,0.017695 ,0.017217 ,0.005478 ,0.001042 ,European
53,0.030936 ,0.013881 ,0.026806 ,0.017610 ,0.007943 ,0.019418 ,0.018719 ,0.019334 ,0.005127 ,0.001181 ,European
53,0.030239 ,0.012737 ,0.025264 ,0.018174 ,0.008114 ,0.019234 ,0.018998 ,0.019710 ,0.004586 ,0.001219 ,European
39,0.035889 ,0.008667 ,0.023441 ,0.021269 ,0.007646 ,0.016930 ,0.020192 ,0.021812 ,0.005383 ,0.001228 ,European
51,0.037703 ,0.010928 ,0.026236 ,0.024875 ,0.008469 ,0.020069 ,0.023445 ,0.027571 ,0.005784 ,0.001414 ,European
51,0.033619 ,0.012917 ,0.021444 ,0.017432 ,0.008544 ,0.021350 ,0.021544 ,0.023829 ,0.005535 ,0.001607 ,European
65,0.033017 ,0.011386 ,0.025034 ,0.025381 ,0.009582 ,0.014870 ,0.023790 ,0.028069 ,0.004464 ,0.001330 ,European
65,0.036335 ,0.014025 ,0.029939 ,0.024570 ,0.009541 ,0.021470 ,0.025003 ,0.030122 ,0.004676 ,0.001163 ,European
67,0.031837 ,0.009739 ,0.028658 ,0.028516 ,0.009695 ,0.024401 ,0.021859 ,0.025126 ,0.005085 ,0.001610 ,European
67,0.041237 ,0.016020 ,0.026783 ,0.029077 ,0.009693 ,0.023894 ,0.019348 ,0.020353 ,0.004578 ,0.001610 ,European
62,0.037160 ,0.010689 ,0.022847 ,0.019677 ,0.010246 ,0.021527 ,0.020455 ,0.022336 ,0.004449 ,0.001521 ,European
27,0.031279 ,0.011301 ,0.024242 ,0.017644 ,0.006999 ,0.014733 ,0.018210 ,0.017904 ,0.005733 ,0.000992 ,European
27,0.024990 ,0.008429 ,0.019112 ,0.017589 ,0.007107 ,0.016340 ,0.020291 ,0.021938 ,0.006396 ,0.001016 ,European
65,0.040095 ,0.012601 ,0.024653 ,0.025123 ,0.009463 ,0.019891 ,0.024893 ,0.029780 ,0.004921 ,0.001922 ,European
65,0.038093 ,0.011002 ,0.023005 ,0.023174 ,0.009519 ,0.020660 ,0.024449 ,0.029173 ,0.004734 ,0.001599 ,European
27,0.024147 ,0.008267 ,0.021720 ,0.019831 ,0.005296 ,0.014236 ,0.018222 ,0.018005 ,0.005620 ,0.000815 ,European
68,0.037828 ,0.016263 ,0.029130 ,0.024114 ,0.011960 ,0.021895 ,0.024440 ,0.029163 ,0.004750 ,0.001602 ,European
68,0.034486 ,0.013884 ,0.029094 ,0.026716 ,0.009709 ,0.023928 ,0.021750 ,0.024717 ,0.004348 ,0.001535 ,European
65,0.036318 ,0.010862 ,0.023627 ,0.020291 ,0.012810 ,0.024194 ,0.022009 ,0.025536 ,0.004183 ,0.001437 ,European
65,0.032117 ,0.011483 ,0.026099 ,0.027859 ,0.009657 ,0.022677 ,0.020509 ,0.022391 ,0.004912 ,0.001919 ,European
54,0.031934 ,0.012740 ,0.028234 ,0.025536 ,0.008489 ,0.021081 ,0.021620 ,0.024165 ,0.005791 ,0.001386 ,European
54,0.028348 ,0.010899 ,0.022495 ,0.025183 ,0.008556 ,0.021960 ,0.021651 ,0.024323 ,0.005784 ,0.001682 ,European
57,0.037000 ,0.014020 ,0.022240 ,0.024685 ,0.008389 ,0.017630 ,0.023750 ,0.028010 ,0.004397 ,0.001403 ,European
57,0.027988 ,0.012294 ,0.024005 ,0.020979 ,0.008062 ,0.017220 ,0.021922 ,0.025427 ,0.005063 ,0.001352 ,European
33,0.027837 ,0.009489 ,0.021763 ,0.014506 ,0.009453 ,0.015156 ,0.018055 ,0.017567 ,0.006118 ,0.000878 ,European
33,0.028892 ,0.010664 ,0.026041 ,0.012970 ,0.006611 ,0.015083 ,0.018258 ,0.018228 ,0.005740 ,0.000934 ,European
72,0.033590 ,0.015229 ,0.030118 ,0.024447 ,0.009561 ,0.021442 ,0.025571 ,0.030501 ,0.004683 ,0.001483 ,European
72,0.038600 ,0.011793 ,0.027707 ,0.017729 ,0.009414 ,0.019736 ,0.020093 ,0.021589 ,0.004684 ,0.001872 ,European
31,0.028867 ,0.010916 ,0.026311 ,0.015829 ,0.006247 ,0.015180 ,0.018508 ,0.018853 ,0.005089 ,0.000928 ,European
31,0.024474 ,0.009503 ,0.020031 ,0.012575 ,0.006451 ,0.015892 ,0.018317 ,0.018242 ,0.005812 ,0.000941 ,European
69,0.037310 ,0.013759 ,0.030368 ,0.026831 ,0.010089 ,0.023251 ,0.019345 ,0.020345 ,0.004737 ,0.001530 ,European
69,0.034014 ,0.016269 ,0.026444 ,0.022845 ,0.008513 ,0.021755 ,0.023111 ,0.027419 ,0.004274 ,0.001613 ,European
72,0.042739 ,0.013688 ,0.031965 ,0.029184 ,0.009701 ,0.024768 ,0.022094 ,0.025592 ,0.004999 ,0.002002 ,European
72,0.035686 ,0.014017 ,0.032689 ,0.029017 ,0.009579 ,0.022657 ,0.019655 ,0.020977 ,0.005745 ,0.001461 ,European
52,0.029662 ,0.012768 ,0.026179 ,0.021402 ,0.009327 ,0.019236 ,0.021889 ,0.025321 ,0.005222 ,0.001458 ,European
52,0.035795 ,0.010575 ,0.023535 ,0.025664 ,0.008587 ,0.019213 ,0.021588 ,0.024043 ,0.005428 ,0.001598 ,European
54,0.028417 ,0.012749 ,0.028440 ,0.025059 ,0.008510 ,0.020995 ,0.021697 ,0.024445 ,0.006078 ,0.001394 ,European
51,0.034033 ,0.011877 ,0.029309 ,0.023018 ,0.008892 ,0.017773 ,0.021768 ,0.024835 ,0.005045 ,0.001396 ,European
51,0.031376 ,0.011892 ,0.021452 ,0.021669 ,0.008478 ,0.016879 ,0.019426 ,0.020490 ,0.004492 ,0.001491 ,European
70,0.039419 ,0.012142 ,0.024717 ,0.027359 ,0.008498 ,0.024357 ,0.021916 ,0.025384 ,0.004851 ,0.001715 ,European
59,0.035210 ,0.015859 ,0.016804 ,0.019877 ,0.008644 ,0.020138 ,0.021704 ,0.024485 ,0.005179 ,0.001491 ,European
59,0.032531 ,0.012869 ,0.033205 ,0.021038 ,0.008661 ,0.021500 ,0.019630 ,0.020901 ,0.004804 ,0.001498 ,European
65,0.033295 ,0.012324 ,0.027246 ,0.026237 ,0.010455 ,0.022029 ,0.024841 ,0.029677 ,0.004536 ,0.001640 ,European
65,0.040503 ,0.015234 ,0.034090 ,0.027512 ,0.009950 ,0.025072 ,0.021842 ,0.025108 ,0.004958 ,0.001933 ,European
56,0.031752 ,0.012529 ,0.022188 ,0.022360 ,0.008137 ,0.018673 ,0.021378 ,0.023525 ,0.004725 ,0.001411 ,European
56,0.030866 ,0.012783 ,0.027250 ,0.021358 ,0.008115 ,0.017907 ,0.022711 ,0.026507 ,0.004689 ,0.001183 ,European
54,0.032610 ,0.011521 ,0.025923 ,0.025500 ,0.008917 ,0.018458 ,0.020420 ,0.022189 ,0.005469 ,0.001482 ,European
54,0.030581 ,0.010590 ,0.023919 ,0.018457 ,0.008623 ,0.015190 ,0.020148 ,0.021674 ,0.005242 ,0.001372 ,European
51,0.036409 ,0.012026 ,0.026389 ,0.022584 ,0.007596 ,0.019557 ,0.020690 ,0.022689 ,0.005359 ,0.001121 ,European
84,0.046057 ,0.015744 ,0.035973 ,0.034255 ,0.010544 ,0.025302 ,0.017307 ,0.016497 ,0.003977 ,0.001959 ,European
84,0.032051 ,0.012994 ,0.027814 ,0.029270 ,0.010190 ,0.021504 ,0.025293 ,0.030451 ,0.004066 ,0.001950 ,European
56,0.035938 ,0.012795 ,0.029639 ,0.024506 ,0.008533 ,0.021046 ,0.021491 ,0.023732 ,0.005669 ,0.001396 ,European
56,0.033663 ,0.012680 ,0.025731 ,0.020996 ,0.008337 ,0.020148 ,0.019562 ,0.020661 ,0.005496 ,0.001596 ,European
74,0.033313 ,0.014849 ,0.031107 ,0.022691 ,0.009432 ,0.019813 ,0.023731 ,0.027914 ,0.004101 ,0.001761 ,European
74,0.030557 ,0.014092 ,0.024309 ,0.028292 ,0.009081 ,0.023531 ,0.021716 ,0.024560 ,0.004664 ,0.001734 ,European
50,0.026772 ,0.011846 ,0.028225 ,0.023309 ,0.008438 ,0.026190 ,0.020355 ,0.022025 ,0.005812 ,0.001359 ,European
50,0.034346 ,0.010347 ,0.027613 ,0.018602 ,0.007727 ,0.019457 ,0.020348 ,0.021988 ,0.005865 ,0.001268 ,European
68,0.029770 ,0.011028 ,0.023494 ,0.025673 ,0.009170 ,0.023099 ,0.022374 ,0.025928 ,0.004211 ,0.001622 ,European
54,0.036165 ,0.010355 ,0.021171 ,0.018700 ,0.007413 ,0.019454 ,0.018975 ,0.019705 ,0.005028 ,0.001659 ,European
54,0.033863 ,0.013113 ,0.027190 ,0.017267 ,0.007926 ,0.019547 ,0.019009 ,0.019732 ,0.004477 ,0.001505 ,European
59,0.033023 ,0.012293 ,0.025973 ,0.022776 ,0.009055 ,0.018785 ,0.023597 ,0.027769 ,0.004375 ,0.001355 ,European
59,0.039125 ,0.015009 ,0.032207 ,0.023205 ,0.009538 ,0.019310 ,0.021461 ,0.023685 ,0.005092 ,0.001410 ,European
59,0.035459 ,0.011042 ,0.024533 ,0.014093 ,0.008403 ,0.019414 ,0.021704 ,0.024517 ,0.005567 ,0.001479 ,European
59,0.035165 ,0.012847 ,0.030207 ,0.023460 ,0.008490 ,0.020449 ,0.021445 ,0.023665 ,0.004910 ,0.001443 ,European
43,0.032630 ,0.012844 ,0.022414 ,0.016874 ,0.007537 ,0.017096 ,0.019529 ,0.020631 ,0.005790 ,0.001411 ,European
43,0.031756 ,0.013313 ,0.020878 ,0.020788 ,0.006501 ,0.015247 ,0.020580 ,0.022553 ,0.004817 ,0.001215 ,European
32,0.030291 ,0.010774 ,0.025828 ,0.020339 ,0.007938 ,0.015980 ,0.020155 ,0.021679 ,0.005190 ,0.001078 ,European
50,0.032557 ,0.010545 ,0.026023 ,0.021966 ,0.007166 ,0.014682 ,0.020382 ,0.022086 ,0.005335 ,0.001326 ,European
50,0.034257 ,0.011061 ,0.025660 ,0.021789 ,0.008149 ,0.023035 ,0.020354 ,0.021997 ,0.005330 ,0.001322 ,European
67,0.031361 ,0.013734 ,0.026916 ,0.024748 ,0.009562 ,0.021811 ,0.021607 ,0.024091 ,0.004669 ,0.001538 ,European
67,0.035356 ,0.013864 ,0.030293 ,0.022017 ,0.009104 ,0.021785 ,0.021323 ,0.023419 ,0.004795 ,0.001946 ,European
75,0.030689 ,0.014928 ,0.024104 ,0.026234 ,0.010025 ,0.021067 ,0.025969 ,0.031271 ,0.004482 ,0.001843 ,European
49,0.031145 ,0.010731 ,0.026115 ,0.024130 ,0.007181 ,0.018157 ,0.020141 ,0.021633 ,0.005460 ,0.001355 ,European
49,0.033995 ,0.009511 ,0.029818 ,0.019246 ,0.008020 ,0.016451 ,0.019441 ,0.020547 ,0.006290 ,0.001550 ,European
63,0.041075 ,0.013204 ,0.031839 ,0.024685 ,0.010193 ,0.018371 ,0.022929 ,0.027111 ,0.004957 ,0.001534 ,European
63,0.039680 ,0.014842 ,0.030424 ,0.025481 ,0.009140 ,0.019818 ,0.024805 ,0.029601 ,0.004364 ,0.001533 ,European
61,0.036065 ,0.017860 ,0.026073 ,0.020398 ,0.008468 ,0.021649 ,0.021765 ,0.024821 ,0.005245 ,0.001528 ,European
61,0.034895 ,0.012808 ,0.027784 ,0.025008 ,0.009057 ,0.021517 ,0.021686 ,0.024437 ,0.004936 ,0.001542 ,European
31,0.024868 ,0.009344 ,0.019240 ,0.017502 ,0.006891 ,0.013429 ,0.016812 ,0.015271 ,0.005087 ,0.000929 ,European
31,0.027001 ,0.008825 ,0.020022 ,0.019133 ,0.007339 ,0.014370 ,0.017555 ,0.017062 ,0.005630 ,0.000934 ,European
89,0.042148 ,0.013118 ,0.029092 ,0.032259 ,0.010828 ,0.018428 ,0.022830 ,0.026925 ,0.004392 ,0.001777 ,European
56,0.035682 ,0.012918 ,0.030097 ,0.027444 ,0.008339 ,0.021437 ,0.020176 ,0.021779 ,0.006263 ,0.001341 ,European
56,0.034128 ,0.010475 ,0.026364 ,0.024012 ,0.008119 ,0.020490 ,0.020344 ,0.021954 ,0.005076 ,0.001268 ,European
56,0.032873 ,0.013619 ,0.033990 ,0.017856 ,0.007629 ,0.020145 ,0.021675 ,0.024328 ,0.004795 ,0.001458 ,European
56,0.034369 ,0.012793 ,0.022964 ,0.019727 ,0.008529 ,0.020465 ,0.023593 ,0.027691 ,0.005683 ,0.001352 ,European
46,0.027001 ,0.011882 ,0.020022 ,0.022260 ,0.007509 ,0.018386 ,0.019673 ,0.021042 ,0.005038 ,0.001280 ,European
34,0.026086 ,0.010251 ,0.019768 ,0.016819 ,0.006557 ,0.015292 ,0.018337 ,0.018314 ,0.005480 ,0.001008 ,European
46,0.032679 ,0.010580 ,0.034420 ,0.024002 ,0.007494 ,0.018375 ,0.019663 ,0.020988 ,0.005282 ,0.001284 ,European
34,0.027098 ,0.007713 ,0.023947 ,0.018911 ,0.007111 ,0.015208 ,0.019449 ,0.020561 ,0.005352 ,0.000928 ,European
57,0.027548 ,0.012614 ,0.027707 ,0.021659 ,0.006582 ,0.020157 ,0.022750 ,0.026684 ,0.005591 ,0.001421 ,European
57,0.035381 ,0.011854 ,0.030936 ,0.016481 ,0.008606 ,0.020136 ,0.018491 ,0.018665 ,0.005209 ,0.001743 ,European
62,0.032668 ,0.010817 ,0.027743 ,0.025308 ,0.009043 ,0.021710 ,0.021556 ,0.023851 ,0.005388 ,0.001678 ,European
62,0.028955 ,0.013017 ,0.022860 ,0.025724 ,0.009626 ,0.021564 ,0.021612 ,0.024113 ,0.005092 ,0.001568 ,European
33,0.029083 ,0.010677 ,0.022788 ,0.018719 ,0.007110 ,0.015208 ,0.016671 ,0.015236 ,0.005373 ,0.001051 ,European
33,0.029867 ,0.010629 ,0.024064 ,0.017615 ,0.006906 ,0.013618 ,0.017880 ,0.017266 ,0.005309 ,0.000946 ,European
68,0.037057 ,0.013797 ,0.029503 ,0.024146 ,0.009124 ,0.025382 ,0.022567 ,0.026193 ,0.004830 ,0.001622 ,European
68,0.032148 ,0.013118 ,0.029092 ,0.029959 ,0.008277 ,0.021843 ,0.022830 ,0.026905 ,0.004392 ,0.001777 ,European
52,0.028971 ,0.011603 ,0.024267 ,0.018148 ,0.007824 ,0.019515 ,0.019175 ,0.019916 ,0.004643 ,0.001516 ,European
52,0.033373 ,0.012835 ,0.028693 ,0.017977 ,0.007937 ,0.019474 ,0.018758 ,0.019390 ,0.004461 ,0.001510 ,European
53,0.028585 ,0.012951 ,0.023559 ,0.020012 ,0.007852 ,0.019550 ,0.021020 ,0.023143 ,0.005632 ,0.001304 ,European
39,0.027014 ,0.009112 ,0.022699 ,0.017029 ,0.007049 ,0.022630 ,0.017085 ,0.015647 ,0.004270 ,0.001044 ,European
39,0.031029 ,0.012314 ,0.025607 ,0.017380 ,0.007128 ,0.014010 ,0.017361 ,0.016705 ,0.005344 ,0.001081 ,European
63,0.032824 ,0.012308 ,0.029521 ,0.019668 ,0.009632 ,0.023354 ,0.019118 ,0.019839 ,0.004758 ,0.001386 ,European
38,0.030532 ,0.010142 ,0.023661 ,0.016834 ,0.007479 ,0.014647 ,0.016947 ,0.015408 ,0.004712 ,0.001252 ,European
38,0.030120 ,0.011475 ,0.024006 ,0.023203 ,0.007954 ,0.017654 ,0.020245 ,0.021878 ,0.005357 ,0.001061 ,European
50,0.033895 ,0.010469 ,0.025961 ,0.020765 ,0.007339 ,0.019570 ,0.021374 ,0.023501 ,0.004856 ,0.001060 ,European
50,0.029597 ,0.011729 ,0.027091 ,0.019223 ,0.008148 ,0.015781 ,0.021497 ,0.023738 ,0.004463 ,0.001397 ,European
62,0.037102 ,0.011381 ,0.027253 ,0.021467 ,0.008772 ,0.021657 ,0.022051 ,0.025547 ,0.004313 ,0.001513 ,European
62,0.038804 ,0.013627 ,0.030141 ,0.024602 ,0.008038 ,0.021699 ,0.022633 ,0.026286 ,0.004991 ,0.001529 ,European
68,0.034572 ,0.013881 ,0.029587 ,0.026874 ,0.009675 ,0.023735 ,0.021754 ,0.024761 ,0.004938 ,0.001604 ,European
68,0.030727 ,0.012333 ,0.026578 ,0.028915 ,0.009016 ,0.025549 ,0.019711 ,0.021085 ,0.004291 ,0.001734 ,European
66,0.034632 ,0.013294 ,0.031143 ,0.022991 ,0.010262 ,0.017078 ,0.020478 ,0.022371 ,0.004135 ,0.001632 ,European
66,0.038422 ,0.013926 ,0.030134 ,0.021121 ,0.009131 ,0.022784 ,0.021243 ,0.023342 ,0.004692 ,0.002962 ,European
59,0.031631 ,0.010904 ,0.021724 ,0.028854 ,0.008553 ,0.015018 ,0.019108 ,0.019833 ,0.005310 ,0.001485 ,European
59,0.037187 ,0.012076 ,0.031070 ,0.025778 ,0.008585 ,0.022451 ,0.018870 ,0.019477 ,0.005433 ,0.001401 ,European
52,0.034182 ,0.012760 ,0.026914 ,0.022747 ,0.008518 ,0.020361 ,0.021374 ,0.023483 ,0.005173 ,0.001279 ,European
52,0.028169 ,0.012776 ,0.030493 ,0.022723 ,0.008453 ,0.019557 ,0.016350 ,0.014676 ,0.005180 ,0.001477 ,European
48,0.028942 ,0.011825 ,0.026215 ,0.021279 ,0.007738 ,0.018327 ,0.017653 ,0.017204 ,0.005035 ,0.001267 ,European
48,0.031995 ,0.012728 ,0.026862 ,0.022555 ,0.008156 ,0.018996 ,0.020359 ,0.022040 ,0.005311 ,0.001224 ,European
43,0.027911 ,0.009616 ,0.022614 ,0.023666 ,0.007528 ,0.017099 ,0.019601 ,0.020768 ,0.005767 ,0.001064 ,European
47,0.031634 ,0.010814 ,0.025712 ,0.018675 ,0.008762 ,0.016021 ,0.018536 ,0.019090 ,0.005006 ,0.001243 ,European
47,0.030715 ,0.011486 ,0.024351 ,0.021798 ,0.008536 ,0.017452 ,0.022812 ,0.026819 ,0.004554 ,0.001008 ,European
45,0.029029 ,0.011675 ,0.034810 ,0.013154 ,0.008697 ,0.017083 ,0.021952 ,0.025456 ,0.005221 ,0.001315 ,European
45,0.040849 ,0.011719 ,0.028839 ,0.024713 ,0.007189 ,0.016393 ,0.022734 ,0.026585 ,0.005649 ,0.001225 ,European
70,0.037811 ,0.013645 ,0.028541 ,0.021177 ,0.009839 ,0.021879 ,0.020773 ,0.022940 ,0.005057 ,0.000871 ,European
25,0.028102 ,0.009426 ,0.024120 ,0.017770 ,0.004407 ,0.015039 ,0.018920 ,0.019565 ,0.004381 ,0.001072 ,European
70,0.032873 ,0.011758 ,0.022187 ,0.026204 ,0.009079 ,0.017167 ,0.022414 ,0.025958 ,0.005122 ,0.001712 ,European
25,0.023709 ,0.009133 ,0.022401 ,0.019341 ,0.006665 ,0.015085 ,0.018570 ,0.019164 ,0.004969 ,0.001917 ,European
68,0.037172 ,0.014272 ,0.033562 ,0.028046 ,0.009546 ,0.021316 ,0.021791 ,0.024850 ,0.005081 ,0.001610 ,European
68,0.030545 ,0.013600 ,0.024670 ,0.029311 ,0.012097 ,0.023841 ,0.022954 ,0.027158 ,0.005256 ,0.001700 ,European
55,0.034748 ,0.010890 ,0.030453 ,0.017665 ,0.008256 ,0.020143 ,0.018651 ,0.019296 ,0.005072 ,0.001415 ,European
